name,location,investment_focus,investor_type,stage_focus,portfolio_examples,source_link
John Murphy,United States Massachusetts Boston,"Health Care, Autonomous Vehicles, Computer Vision","Venture Capital, Private Equity Firm, Micro VC, Investor","Seed, Early Stage Venture","Vesper, Talla, Biobot Analytics, Offsyte, Sentenai",https://investorhunt.co/investors/john-murphy
Arsham Memarzadeh,United States California San Francisco,"Health Care, E-commerce, Customer Service","Venture Capital, Private Equity Firm, Finance Operator, Micro VC, Investor",Series B,"Carta, Hubilo, Split Software, The Nudge, BetterUp",https://investorhunt.co/investors/arsham-memarzadeh
Jorge Conde,United States California Menlo Park,"Health Care, Talent Management, Data Science","Venture Capital, Private Equity Firm, Finance Operator, Investor","Series B, Series A","Eco, CAMP4 Therapeutics, EQRx, Vicinitas Therapeutics, Erasca",https://investorhunt.co/investors/jorge-conde
Warren Weiss,United States California Redwood City,"Health Care, Cybersecurity, Wellness","Venture Capital, Private Equity Firm, Angel/Individual, Micro VC, Investment Partner","Seed, Pre-Seed, Early Stage Venture","KONUX, Deem, Reali, ForgeRock, Trufa",https://investorhunt.co/investors/warren-weiss
Jim Wilson,United States California Burlingame,"Health Care, Autonomous Vehicles, Cybersecurity","Venture Capital, Private Equity Firm, Finance Operator, Investor","Seed, Early Stage Venture, Series A","Sync Computing, FOSSA, Rafay, ACME Technologies Inc., Kenna Security",https://investorhunt.co/investors/jim-wilson
Allen Miller,United States New York New York City,"Health Care, Wearables, Hospitals","Venture Capital, Private Equity Firm, Micro VC, Investor",Series B,"Kasisto, Panorays, Limeade, Ocrolus, US HealthVest",https://investorhunt.co/investors/allen-miller
Rohini Finch,United Kingdom England London,"Health Care, E-commerce, Cybersecurity","Venture Capital, Private Equity Firm","Early Stage Venture, Series A","Acin, IMMO Investment Technologies, Daydaycook, Lick Home, eporta",https://investorhunt.co/investors/rohini-finch
Sri Rao,United States Massachusetts Boston,"Advertising, Health Care, Digital Services","Venture Capital, Private Equity Firm, Investor","Seed, Series B","Webflow, Impact, Social Sentinel, Validity, LifeStance Health",https://investorhunt.co/investors/sri-rao
Peter Wagner,United States California San Francisco,"Health Care, Data Integration, Semantic Search","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Seed, Series B, Early Stage Venture, Series A","Juvo, Shape Security, Pepperdata, Platfora, Synack",https://investorhunt.co/investors/peter-wagner
Hekla Arnardottir,Iceland Capital Region Reykjavík,"Health Care, Data Integration, Wearables","Venture Capital, Private Equity Firm, Micro VC",Early Stage Venture,"Social First, Hemi Health, Prescriby, Embla, Dreamdata.io",https://investorhunt.co/investors/hekla-arnardottir
Vincent Love,United States Colorado Denver,"Advertising, Local Commerce, Health Care","Venture Capital, Private Equity Firm",Series A,"Cali'flour Foods, Coolhaus, Little Secrets, Kill Cliff, Vital Farms",https://investorhunt.co/investors/vincent-love
Alex Bean,United States North Carolina Raleigh,"Health Care, Telecommunications, Customer Service","Venture Capital, Private Equity Firm, Investment Partner, Investor",Series B,Advanced Drying Systems,https://investorhunt.co/investors/alex-bean
Moe Kermani,Canada British Columbia Vancouver,"Health Care, Canada-based Startups, Women Founded","Venture Capital, Private Equity Firm, Secondary Purchaser","Early Stage Venture, Series A, Non Equity Assistance","Cogniac, Boundless Spatial, Echodyne, xCures",https://investorhunt.co/investors/moe-kermani
John Mesrie,United Kingdom England London,"Advertising, Health Care, Data Integration","Venture Capital, Private Equity Firm, Micro VC",Early Stage Venture,Craft,https://investorhunt.co/investors/john-mesrie
Alexey Garyunov,Cyprus Limassol District Limassol,"Advertising, Health Care, Talent Management","Venture Capital, Founder, Private Equity Firm, Micro VC, Investor","Seed, Series B, Early Stage Venture","Bimaplan, Lending Club, Smarking, Financeit, Platizaru",https://investorhunt.co/investors/alexey-garyunov
Sophia Bendz,Sweden Stockholm County Stockholm,"Advertising, Health Care, Telecommunications","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Seed, Early Stage Venture","Grace Health, Airly, Eastnine, LifeX, BOOST Thyroid",https://investorhunt.co/investors/sophia-bendz
Duane Harris,United States Iowa Ankeny,"Health Care, Enterprise Software, Investment Management","Venture Capital, Private Equity Firm, Micro VC, Investor",Series A,"Higher Learning Technologies, MākuSafe, Dwolla, VIDA, Pitchly",https://investorhunt.co/investors/duane-harris
Juha Ruohonen,Finland Uusimaa Espoo,"Advertising, Health Care, E-commerce","Venture Capital, Private Equity Firm, Micro VC",Early Stage Venture,"Port 6, ReceiptHero, ZITICITY, Attractive.ai, Speakly",https://investorhunt.co/investors/juha-ruohonen
Chad Byers,United States California San Francisco,"Advertising, Health Care, Consumer Research","Venture Capital, Founder, Growth Operator, Private Equity Firm, Angel/Individual, Investment Partner, Investor","Seed, Early Stage Venture","Carta, Laudable, LearnUp, Newfront Insurance, Plan",https://investorhunt.co/investors/chad-byers
Steven Stull,United States California Napa,"Health Care, Telecommunications, Solar Energy","Venture Capital, Private Equity Firm",Early Stage Venture,"Recursion Pharmaceuticals, Cultiva, First Orion, E-Pak Manufacturing, Capital City Trucking",https://investorhunt.co/investors/steven-stull
Harpinder Singh,United States California Palo Alto,"Health Care, Wearables, Telecommunications","Venture Capital, Private Equity Firm, Finance Operator, Micro VC, Investor",Series A,"Periscope Data, RealtyBits, HomeLight, Dynamic Yield, Vicarious Surgical",https://investorhunt.co/investors/harpinder-singh
Andrew Ferguson,United Kingdom England Greater London,"Advertising, Health Care, Hospitals","Venture Capital, Private Equity Firm, Investor",Seed,"Arrive, Sittercity, FullContact, Accuri Cytometers, Appcast",https://investorhunt.co/investors/andrew-ferguson
Ullas Naik,United States California Palo Alto,"Health Care, Wearables, Data Science","Venture Capital, Private Equity Firm, Angel/Individual, Micro VC, Investment Partner",Seed,"inDinero, Immediately, Compass, RolePoint, Vise",https://investorhunt.co/investors/ullas-naik
Rema Subramanian,India Maharashtra Mumbai,"Health Care, Wellness, Investment Management","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Micro VC, Investment Partner, Investor","Seed, Crowdfunding, Early Stage Venture","Banyan Environmental Innovations, MyCaptain, DY Works, Element K India",https://investorhunt.co/investors/rema-subramanian
Harshjit Sethi,India Karnataka Bengaluru,"Health Care, Hospitals, E-commerce","Venture Capital, Founder, Private Equity Firm","Series B, Early Stage Venture, Series A","Groww, Five Star Business Finance, Purplle, Leap Finance, Apna",https://investorhunt.co/investors/harshjit-sethi
Robin Tsai,United States California San Francisco,"Advertising, Health Care, Emerging Technology","Venture Capital, Private Equity Firm, Investor","Seed, Early Stage Venture","Shogun, Daily Harvest, Daasity, nutpods, Boulevard",https://investorhunt.co/investors/robin-tsai
Peter Dudek,United States Massachusetts Cambridge,"Patient Care, Health Care, Research and Development","Venture Capital, Angel/Individual, Investor",Series B,"Xilio Therapeutics, Inc., Aktis Oncology, Therini Bio, Inc., Insamo, InduPro",https://investorhunt.co/investors/peter-dudek
Brittany Hargest,United States California San Francisco,"Advertising, Health Care, Telecommunications","Venture Capital, Corporate Venture Capital, Private Equity Firm, Finance Operator","Series B, Early Stage Venture, Series A","Chlngers, Roblox, Studypie, Self Financial, Viomix",https://investorhunt.co/investors/brittany-hargest
Massimo Pennisi,United States California Los Angeles,"Health Care, Talent Management, Wearables","Venture Capital, Private Equity Firm, Finance Operator, Investment Partner, Investor","Series B, Early Stage Venture","ZenBusiness, Scopely, dot.LA, Podchaser, Citizen",https://investorhunt.co/investors/massimo-pennisi
Robert Mittendorff,United States California San Francisco,"Clean Tech, Health Care, South East Asia-based Startups","Venture Capital, Private Equity Firm, Angel/Individual, Investor","Series B, Early Stage Venture","Silk Road Medical, Impel NeuroPharma, TigerConnect, ARTBIO, Evommune",https://investorhunt.co/investors/robert-mittendorff-md-mba
Hadley Harris,United States New York New York City,"Advertising, Health Care, Data Integration","Venture Capital, Entrepreneurship Program, Founder, Private Equity Firm, Marketing Operator, Investment Partner",Early Stage Venture,"Bedrock Ocean Exploration, Brightwheel, Nirvana Health, Esports One, Grouparoo",https://investorhunt.co/investors/hadley-harris
Brian Ascher,United States California Menlo Park,"Advertising, Health Care, Emerging Technology","Venture Capital, Entrepreneurship Program, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor","Series B, Early Stage Venture","SocialShield, Dynamic Signal, Better Finance, Inrix, Personal Capital",https://investorhunt.co/investors/brian-ascher
Paul Dossa,United States New York New York City,"Health Care, Emerging Technology, Telecommunications","Venture Capital, Private Equity Firm, Investment Partner",Early Stage Venture,"TAE Technologies, Auditoria.AI, Dapper Labs, Cyteir Therapeutics, Sitka",https://investorhunt.co/investors/paul-dossa
Michelle Gouveia,United States Texas Austin,"Health Care, Wearables, Genetics","Venture Capital, Accelerator, Private Equity Firm, Investor",Series B,"Full Harvest, Nuritas, Picwell, Lumiata, Culture Biosciences",https://investorhunt.co/investors/michelle-gouveia
Andrea Zurek,United States California San Francisco,"Health Care, Digital Services, Mobile Technology","Venture Capital, Private Equity Firm, Micro VC",Early Stage Venture,"AdStage, AirHelp, Apptimize, Carta, Chartboost",https://investorhunt.co/investors/andrea-zurek
Michael Holgate,United Kingdom England London,"Health Care, Hospitals, Accounting","Venture Capital, Investment Bank, Private Equity Firm, Investor","Seed, Early Stage Venture, Late Stage Venture","Arrive, Sittercity, FullContact, Accuri Cytometers, Appcast",https://investorhunt.co/investors/michael-holgate
Abhishek Sharma,United States California San Francisco,"Health Care, E-commerce, Databases","Venture Capital, Accelerator, Private Equity Firm, Micro VC, Investment Partner, Investor","Seed, Pre-Seed, Early Stage Venture, Series A","Apollo, Quizizz, Headout, Cricket Health, Parsley Health",https://investorhunt.co/investors/abhishek-sharma
Sudhir Patil,India Maharashtra Mumbai,"Health Care, Cybersecurity, Consumer Applications","Venture Capital, Angel/Individual, Investment Partner","Seed, Crowdfunding","Ketto, Prosimo.io",https://investorhunt.co/investors/sudhir-patil
Jennifer Vancini,United States California San Francisco,"Advertising, Health Care, Genetics","Venture Capital, Private Equity Firm, Micro VC, Investment Partner, Investor",Seed,"Aqueduct Critical Care, Bluedot, Amplitude, DigitalOcean, Accern",https://investorhunt.co/investors/jennifer-vancini
Steve Sloane,United States California Menlo Park,"Advertising, Health Care, Drug Discovery","Venture Capital, Private Equity Firm, Finance Operator, Investment Partner, Investor","Series B, Early Stage Venture","Scribe Therapeutics, Journy",https://investorhunt.co/investors/steve-sloane
Hironobu Maeda,United States California San Mateo,"Advertising, Health Care, Telecommunications","Venture Capital, Private Equity Firm","Early Stage Venture, Series A","FLUX Japan, SafeGraph, CloudNatix, Tsunagu.AI, CAST.AI",https://investorhunt.co/investors/hironobu-maeda
Parker Barrile,United States Montana Whitefish,"Health Care, Remote Work Tech, Enterprise Software","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investor","Series B, Early Stage Venture","Alma Campus, Anomalo, Revvo, Velocity Global, Norwest",https://investorhunt.co/investors/parker-barrile
Jacob Shea,United States California San Francisco,"Health Care, Remote Work Tech, E-commerce","Venture Capital, Product Operator, Engineering Operator, Founder, Private Equity Firm, Micro VC","Seed, Pre-Seed","Butter, Underground Cellar, geeklist, Near Me, Well Health",https://investorhunt.co/investors/jacob-sheawolfe
Sven Strohband,United States California Mountain View,"Health Care, Wearables, E-commerce","Venture Capital, Private Equity Firm, Venture Debt","Series B, Early Stage Venture","Vicarious, Luka (dba Replika), Idibon, Compound Eye, Adyton",https://investorhunt.co/investors/sven-strohband
John Kos,United States Illinois Chicago,"Advice, Health Care, Telecommunications","Venture Capital, Private Equity Firm",Early Stage Venture,"Gogo, CAPTRUST, Vivid Seats, Vector Laboratories, Transaction Data Systems",https://investorhunt.co/investors/john-d-kos
Jenny Abramson,United States Maryland Baltimore,"Pollution Control, Health Care, Research and Development","Venture Capital, Founder, Private Equity Firm, Investor",Series A,"Classy, Ellevest, Change.org, Winnie, CareAcademy",https://investorhunt.co/investors/jenny-abramson
Lex Zhao,United States Massachusetts Boston,"Health Care, High-growth Startups, Payments","Venture Capital, Founder, Private Equity Firm, Finance Operator, Micro VC, Investor",Early Stage Venture,Nuvocargo,https://investorhunt.co/investors/lex-zhao
Jamison Ernest,United States Florida Palm Beach,"Health Care, Brand Development, High-growth Startups","Venture Capital, Private Equity Firm","Early Stage Venture, Series A","Cleancult, Smilo, Back to the Roots, quip, Hooch",https://investorhunt.co/investors/jamison-ernest
