name,website,stage_focus,investment_focus,avg_check_size,location,geographies,can_lead,source_link,portfolio_examples,investor_type,data_source
Christopher Zock,,Series B,"Health Care, Wearables, Genetics",,United States Texas Austin,,,https://investorhunt.co/investors/christopher-zock,"Full Harvest, Nuritas, Picwell, Lumiata, Culture Biosciences","Venture Capital, Accelerator, Private Equity Firm, Investor",investorhunt
Chris Hardy,,Seed,"Health Care, Algorithms, Accounting",,United States Ohio Cincinnati,,,https://investorhunt.co/investors/chris-hardy,"PillPack, Simplus, Joyent, Orchestrate, Canopy Tax",Venture Capital,investorhunt
Jimmy Zhu,,Seed,"Advertising, Health Care, Talent Management",,United States California San Francisco,,,https://investorhunt.co/investors/jimmy-z,,"Venture Capital, Corporate Venture Capital, Private Equity Firm, Investor",investorhunt
Davis Treybig,,"Series B, Early Stage Venture, Series A","Health Care, Emerging Technology, Research and Development",,United States California San Mateo,,,https://investorhunt.co/investors/davis-treybig,"Periscope Data, RealtyBits, HomeLight, Dynamic Yield, Vicarious Surgical","Venture Capital, Private Equity Firm, Finance Operator, Micro VC, Investor",investorhunt
Marc McMorris,,Series B,"Health Care, Telecommunications, E-commerce",,United States California San Francisco,,,https://investorhunt.co/investors/marc-mcmorris,"InstaMed, Bay Dynamics, Accolade, Infrascale, Mavenlink","Venture Capital, Founder, Private Equity Firm, CEO, Investor",investorhunt
Angel Versetti,,"Seed, Pre-Seed","Health Care, Research and Development, Wellness",,Bermuda Pembroke Parish,,,https://investorhunt.co/investors/angel-versetti,"Dogecoin, Sonics, PrivateAI, fintonic, Solana",Family Investment Office,investorhunt
Peter Spring,,Series B,"Health Care, Talent Management, Telecommunications",,United States Massachusetts Boston,,,https://investorhunt.co/investors/peter-spring,"By Chloe, Multi-Specialty HealthCare, TeachTown, SpringWorks Therapeutics, Broadstep Behavorial Health","Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Denis Patrick,,"Series B, Series A","Health Care, Wellness, Biotechnology",,United States New York Pearl River,,,https://investorhunt.co/investors/denis-patrick,"EvolveImmune Therapeutics, MISSION Therapeutics, eFFECTOR Therapeutics, Inc., FoRx Therapeutics, GlaxoSmithKline","Venture Capital, Angel/Individual, Investor",investorhunt
Anthony Billings,,Early Stage Venture,"Health Care, Telecommunications, Solar Energy",,United States Missouri Chesterfield,,,https://investorhunt.co/investors/anthony-billings,"Recursion Pharmaceuticals, Cultiva, First Orion, E-Pak Manufacturing, Capital City Trucking","Venture Capital, Private Equity Firm",investorhunt
Tim Guleri,,"Early Stage Venture, Series A","Health Care, Emerging Technology, Data Integration",,United States California San Francisco,,,https://investorhunt.co/investors/tim-guleri,"Zeni, Interplay Learning, Fabric, Inspirit, Yotta Digital Ventures","Venture Capital, Founder, Private Equity Firm, Angel/Individual, CEO, Operator, Investor",investorhunt
Santiago Zavala,,"Seed, Pre-Seed, Series A","Advertising, Health Care, High-growth Startups",,Mexico Mexico City Mexico City,,,https://investorhunt.co/investors/santiago-zavala,"Conekta, WePlann, Auto Chilango, Funnely, Shopeando","Venture Capital, Incubator, Entrepreneurship Program, Corporate Venture Capital, Founder, Private Equity Firm, Angel/Individual, Finance Operator, Micro VC, Investor",investorhunt
Kelly Chen,,"Seed, Early Stage Venture, Series A","Advertising, Health Care, Remote Work Tech",,United States California Glendale,,,https://investorhunt.co/investors/kelly-chen,"Carbon Health, Mirror Emoji Keyboard, Rescale, Capella Space, Pivot Bio","Venture Capital, Private Equity Firm, Investor",investorhunt
Alice Brooks,,"Series B, Early Stage Venture","Health Care, Wearables, E-commerce",,United States California San Francisco,,,https://investorhunt.co/investors/alice-brooks,"Atmos, Coda, Quell, Eight Sleep, Truework","Venture Capital, Private Equity Firm, Venture Debt, Investor",investorhunt
Johannes Fischer,,"Seed, Early Stage Venture","Health Care, Digital Therapeutics, Regenerative Medicine",,Germany Bavaria Munich,,,https://investorhunt.co/investors/johannes-fischer,"UroMems, EGenesis, Carisma Therapeutics, Koa Health, IconOVir Bio","Venture Capital, Private Equity Firm, Finance Operator",investorhunt
Patrick Kerins,,"Series B, Series A","Advertising, Health Care, Emerging Technology",,United States Florida Jupiter,,,https://investorhunt.co/investors/patrick-kerins,"BuzzFeed, Fieldglass, Videology, Millennial Media, ChannelAdvisor","Venture Capital, Private Equity Firm, Angel/Individual",investorhunt
Matt Rice,,Seed,"Health Care, Email, E-commerce",,United States Florida Tampa,,,https://investorhunt.co/investors/matt-rice,"The Zebra, VAZATA, Pace mate, Mailprotector, Carterra","Venture Capital, Entrepreneurship Program, Private Equity Firm, Investment Partner, Investor",investorhunt
Marissa Bertorelli,,"Seed, Pre-Seed","Health Care, Women Founded, Enterprise Software",,United States California San Francisco,,,https://investorhunt.co/investors/marissa-bertorelli,"Pointy, Drizly, Kallyope, Notarize, Primmune Therapeutics","Venture Capital, Private Equity Firm, Investor",investorhunt
Sasha Hayman,,Early Stage Venture,"Health Care, Wearables, Genetics",,United States Illinois Evanston,,,https://investorhunt.co/investors/sasha-hayman,"FundGuard, Rhino Health, Remesh, Protenus, metaMe Health","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Seth Berman,,"Seed, Early Stage Venture","Advertising, Health Care, Wearables",,United States California San Francisco,,,https://investorhunt.co/investors/seth-berman,"Periscope Data, Rally, LendUp, NewHive, Qwiki","Venture Capital, Growth Operator, Private Equity Firm, Angel/Individual, Micro VC, Investment Partner, Investor",investorhunt
Kimmy Scotti,,Series B,"Health Care, E-commerce, Customer Service",,United States New York New York City,,,https://investorhunt.co/investors/kimmy-scotti,"MakeSpace, Eight Sleep, Millions, IdeaFlow, Premise Data","Venture Capital, Founder, Private Equity Firm, CEO, Finance Operator, Investor",investorhunt
Morad Elhafed,,"Series B, Early Stage Venture, Series A","Advertising, Health Care, Talent Management",,United States Massachusetts Boston,,,https://investorhunt.co/investors/morad-elhafed,"SingleHop, Syndigo, AdaCore, ORTEC, Shiftmove","Venture Capital, Private Equity Firm, Angel/Individual, Investment Partner",investorhunt
Andrew Chen,,"Seed, Series B, Series A","Health Care, Talent Management, Data Science",,United States California San Francisco,,,https://investorhunt.co/investors/andrew-chen,"Atrium LTS, Ramen VR, Captain Experiences, Turnip, Pocket Conservatory","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner, Investor",investorhunt
Tom Groos,,Seed,"Health Care, Wearables, Autonomous Vehicles",,United States Illinois Chicago,,,https://investorhunt.co/investors/tom-groos,"ONEHOPE, 100Plus, Tinkergarten, Practice, Zero Grocery","Venture Capital, Private Equity Firm, Micro VC, Investor",investorhunt
Cliff Holekamp,,"Early Stage Venture, Series A","Health Care, Wellness, Investment Management",,United States South Carolina Greenville,,,https://investorhunt.co/investors/cliff-holekamp,"PlanGap, Clever Real Estate, Curate, FinLocker, Avail","Venture Capital, Private Equity Firm, Angel/Individual, Finance Operator, Investment Partner",investorhunt
Ethan Batraski,,"Series B, Series A","Advertising, Health Care, Remote Work Tech",,United States California San Francisco,,,https://investorhunt.co/investors/ethan-batraski,"Dapper Labs, Dstillery, 3Box, Stride Health, Nightfall AI","Venture Capital, Entrepreneurship Program, Private Equity Firm, Finance Operator, Investment Partner, Investor",investorhunt
Jane Lee,,Series B,"Advertising, Health Care, Brand Development",,United States California San Francisco,,,https://investorhunt.co/investors/jane-lee,"PlayVS, SafeGraph, CircleCI, BetterUp, Overtime","Venture Capital, Entrepreneurship Program, Private Equity Firm, Fund Of Funds, Investor",investorhunt
Maxime Dantec,,"Early Stage Venture, Series A","Health Care, Email, E-commerce",,France Île-de-France Paris,,,https://investorhunt.co/investors/maxime-le-dantec,"Algolia, Dataiku, Finoa, Linc, Tomorro (ex Leeway)","Venture Capital, Founder, Private Equity Firm, Investor",investorhunt
Brentt Baltimore,,Series B,"Health Care, Wearables, E-commerce",,United States California Los Angeles,,,https://investorhunt.co/investors/brentt-baltimore,"ZenBusiness, Scopely, dot.LA, Podchaser, Citizen","Venture Capital, Private Equity Firm, Finance Operator, Venture Debt, Investor",investorhunt
Matt Cross,,Seed,"Health Care, Telecommunications, Computer Vision",,Canada British Columbia Vancouver,,,https://investorhunt.co/investors/matt-cross,"Avidbots, 1NCE, Walt's Wholesale Meats, Inc., Mint Smartwash, GridPoint","Hedge Fund, Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investor",investorhunt
John Murphy,,"Seed, Early Stage Venture","Health Care, Autonomous Vehicles, Computer Vision",,United States Massachusetts Boston,,,https://investorhunt.co/investors/john-murphy,"Vesper, Talla, Biobot Analytics, Offsyte, Sentenai","Venture Capital, Private Equity Firm, Micro VC, Investor",investorhunt
Arsham Memarzadeh,,Series B,"Health Care, E-commerce, Customer Service",,United States California San Francisco,,,https://investorhunt.co/investors/arsham-memarzadeh,"Carta, Hubilo, Split Software, The Nudge, BetterUp","Venture Capital, Private Equity Firm, Finance Operator, Micro VC, Investor",investorhunt
Jorge Conde,,"Series B, Series A","Health Care, Talent Management, Data Science",,United States California Menlo Park,,,https://investorhunt.co/investors/jorge-conde,"Eco, CAMP4 Therapeutics, EQRx, Vicinitas Therapeutics, Erasca","Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Warren Weiss,,"Seed, Pre-Seed, Early Stage Venture","Health Care, Cybersecurity, Wellness",,United States California Redwood City,,,https://investorhunt.co/investors/warren-weiss,"KONUX, Deem, Reali, ForgeRock, Trufa","Venture Capital, Private Equity Firm, Angel/Individual, Micro VC, Investment Partner",investorhunt
Jim Wilson,,"Seed, Early Stage Venture, Series A","Health Care, Autonomous Vehicles, Cybersecurity",,United States California Burlingame,,,https://investorhunt.co/investors/jim-wilson,"Sync Computing, FOSSA, Rafay, ACME Technologies Inc., Kenna Security","Venture Capital, Private Equity Firm, Finance Operator, Investor",investorhunt
Allen Miller,,Series B,"Health Care, Wearables, Hospitals",,United States New York New York City,,,https://investorhunt.co/investors/allen-miller,"Kasisto, Panorays, Limeade, Ocrolus, US HealthVest","Venture Capital, Private Equity Firm, Micro VC, Investor",investorhunt
Rohini Finch,,"Early Stage Venture, Series A","Health Care, E-commerce, Cybersecurity",,United Kingdom England London,,,https://investorhunt.co/investors/rohini-finch,"Acin, IMMO Investment Technologies, Daydaycook, Lick Home, eporta","Venture Capital, Private Equity Firm",investorhunt
Sri Rao,,"Seed, Series B","Advertising, Health Care, Digital Services",,United States Massachusetts Boston,,,https://investorhunt.co/investors/sri-rao,"Webflow, Impact, Social Sentinel, Validity, LifeStance Health","Venture Capital, Private Equity Firm, Investor",investorhunt
Peter Wagner,,"Seed, Series B, Early Stage Venture, Series A","Health Care, Data Integration, Semantic Search",,United States California San Francisco,,,https://investorhunt.co/investors/peter-wagner,"Juvo, Shape Security, Pepperdata, Platfora, Synack","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Hekla Arnardottir,,Early Stage Venture,"Health Care, Data Integration, Wearables",,Iceland Capital Region Reykjavík,,,https://investorhunt.co/investors/hekla-arnardottir,"Social First, Hemi Health, Prescriby, Embla, Dreamdata.io","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Vincent Love,,Series A,"Advertising, Local Commerce, Health Care",,United States Colorado Denver,,,https://investorhunt.co/investors/vincent-love,"Cali'flour Foods, Coolhaus, Little Secrets, Kill Cliff, Vital Farms","Venture Capital, Private Equity Firm",investorhunt
Alex Bean,,Series B,"Health Care, Telecommunications, Customer Service",,United States North Carolina Raleigh,,,https://investorhunt.co/investors/alex-bean,Advanced Drying Systems,"Venture Capital, Private Equity Firm, Investment Partner, Investor",investorhunt
Moe Kermani,,"Early Stage Venture, Series A, Non Equity Assistance","Health Care, Canada-based Startups, Women Founded",,Canada British Columbia Vancouver,,,https://investorhunt.co/investors/moe-kermani,"Cogniac, Boundless Spatial, Echodyne, xCures","Venture Capital, Private Equity Firm, Secondary Purchaser",investorhunt
John Mesrie,,Early Stage Venture,"Advertising, Health Care, Data Integration",,United Kingdom England London,,,https://investorhunt.co/investors/john-mesrie,Craft,"Venture Capital, Private Equity Firm, Micro VC",investorhunt
Alexey Garyunov,,"Seed, Series B, Early Stage Venture","Advertising, Health Care, Talent Management",,Cyprus Limassol District Limassol,,,https://investorhunt.co/investors/alexey-garyunov,"Bimaplan, Lending Club, Smarking, Financeit, Platizaru","Venture Capital, Founder, Private Equity Firm, Micro VC, Investor",investorhunt
Sophia Bendz,,"Seed, Early Stage Venture","Advertising, Health Care, Telecommunications",,Sweden Stockholm County Stockholm,,,https://investorhunt.co/investors/sophia-bendz,"Grace Health, Airly, Eastnine, LifeX, BOOST Thyroid","Venture Capital, Founder, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
Duane Harris,,Series A,"Health Care, Enterprise Software, Investment Management",,United States Iowa Ankeny,,,https://investorhunt.co/investors/duane-harris,"Higher Learning Technologies, MākuSafe, Dwolla, VIDA, Pitchly","Venture Capital, Private Equity Firm, Micro VC, Investor",investorhunt
Juha Ruohonen,,Early Stage Venture,"Advertising, Health Care, E-commerce",,Finland Uusimaa Espoo,,,https://investorhunt.co/investors/juha-ruohonen,"Port 6, ReceiptHero, ZITICITY, Attractive.ai, Speakly","Venture Capital, Private Equity Firm, Micro VC",investorhunt
Chad Byers,,"Seed, Early Stage Venture","Advertising, Health Care, Consumer Research",,United States California San Francisco,,,https://investorhunt.co/investors/chad-byers,"Carta, Laudable, LearnUp, Newfront Insurance, Plan","Venture Capital, Founder, Growth Operator, Private Equity Firm, Angel/Individual, Investment Partner, Investor",investorhunt
